F,0.472,0.658,0.913,1.262,1.796,2.748,5.186,octile,pwv,Tsys
836.200,1072.212,1439.363,2113.193,3488.268,7283.195,25955.100,632347.866,2,0.658,1439.363
836.300,966.104,1303.200,1921.863,3184.320,6668.413,23783.486,579862.572,2,0.658,1303.200
836.400,914.730,1237.330,1829.384,3037.564,6364.654,22725.483,553669.480,2,0.658,1237.330
836.500,865.625,1174.357,1740.959,2893.933,6081.312,21739.294,528661.758,2,0.658,1174.357
836.600,820.849,1115.737,1658.617,2763.337,5817.298,20796.062,505948.838,2,0.658,1115.737
836.700,806.809,1097.924,1633.857,2724.492,5733.099,20505.065,498974.465,2,0.658,1097.924
836.800,849.630,1153.304,1712.423,2850.332,5989.657,21404.902,519549.924,2,0.658,1153.304
836.900,1565.076,2075.056,3008.108,4912.330,10168.376,35988.439,870622.049,2,0.658,2075.056
837.000,779.150,1064.007,1585.073,2647.977,5580.379,19956.877,484188.300,2,0.658,1064.007
837.100,703.700,966.799,1448.055,2429.696,5131.894,18392.493,446060.964,2,0.658,966.799
837.200,670.480,924.037,1387.837,2331.236,4932.422,17697.189,428877.326,2,0.658,924.037
837.300,650.956,897.984,1351.170,2272.992,4814.704,17267.934,418111.323,2,0.658,897.984
837.400,637.942,881.264,1327.664,2238.217,4739.410,17006.774,410924.884,2,0.658,881.264
837.500,633.379,875.534,1318.325,2223.539,4710.162,16887.033,408081.252,2,0.658,875.534
837.600,641.461,886.079,1333.392,2245.378,4754.817,17044.049,411389.094,2,0.658,886.079
837.700,689.956,948.673,1423.410,2389.272,5047.276,18044.887,434836.473,2,0.658,948.673
837.800,1327.557,1769.048,2576.790,4224.843,8752.645,30927.805,741417.607,2,0.658,1769.048
837.900,717.205,983.973,1471.890,2466.879,5199.419,18576.400,446018.243,2,0.658,983.973
838.000,623.673,863.406,1301.828,2195.763,4650.552,16647.268,400125.619,2,0.658,863.406
838.100,600.900,834.087,1260.539,2127.649,4512.627,16168.038,388284.569,2,0.658,834.087
838.200,604.325,838.549,1266.914,2137.954,4533.785,16242.702,389628.395,2,0.658,838.549
838.300,660.728,911.327,1369.684,2301.811,4865.999,17379.242,416621.559,2,0.658,911.327
838.400,1541.822,2042.082,2960.632,4829.663,9974.629,35096.438,836003.876,2,0.658,2042.082
838.500,640.574,885.426,1331.781,2241.524,4744.180,16957.293,405693.800,2,0.658,885.426
838.600,625.247,865.363,1303.087,2195.201,4644.029,16606.146,396887.548,2,0.658,865.363
838.700,552.285,770.689,1171.249,1983.538,4221.418,15123.913,361434.303,2,0.658,770.689
838.800,536.813,750.736,1143.063,1940.836,4125.820,14791.776,353586.090,2,0.658,750.736
838.900,529.798,741.735,1129.160,1918.663,4080.993,14636.536,349522.878,2,0.658,741.735
839.000,526.340,737.278,1122.878,1908.685,4060.948,14550.897,347106.554,2,0.658,737.278
839.100,526.214,737.114,1122.662,1908.387,4060.504,14533.411,346302.336,2,0.658,737.114
839.200,530.249,742.321,1130.033,1918.036,4079.947,14600.911,347501.845,2,0.658,742.321
839.300,541.649,757.102,1149.740,1949.513,4143.864,14823.359,351537.200,2,0.658,757.102
839.400,567.308,789.373,1196.572,2024.317,4290.750,15315.470,363089.209,2,0.658,789.373
839.500,635.100,877.745,1321.492,2221.181,4689.040,16695.567,394117.970,2,0.658,877.745
839.600,947.708,1280.772,1888.012,3126.016,6510.167,22972.204,540833.930,2,0.658,1280.772
839.700,2799.186,3664.030,5241.288,8450.231,17243.373,60047.241,1403942.223,2,0.658,3664.030
839.800,951.997,1286.136,1895.356,3133.900,6525.558,22998.356,538958.250,2,0.658,1286.136
839.900,620.254,857.634,1291.615,2173.534,4587.687,16289.867,382447.723,2,0.658,857.634
840.000,554.438,772.743,1171.796,1982.637,4197.256,14941.923,350709.699,2,0.658,772.743
840.100,528.963,739.862,1125.358,1906.485,4047.921,14410.394,337981.285,2,0.658,739.862
840.200,518.141,725.886,1105.626,1875.098,3980.059,14176.298,331789.956,2,0.658,725.886
840.300,515.503,722.502,1099.651,1865.524,3960.700,14093.544,329877.648,2,0.658,722.502
840.400,520.263,728.655,1108.355,1879.451,3984.493,14175.662,331020.226,2,0.658,728.655
840.500,536.828,750.017,1138.485,1927.446,4081.380,14493.392,337972.926,2,0.658,750.017
840.600,580.182,805.914,1217.276,2052.854,4334.302,15363.995,357651.242,2,0.658,805.914
840.700,767.893,1047.627,1557.524,2590.681,5417.196,19064.108,442342.927,2,0.658,1047.627
840.800,980.529,1319.865,1940.508,3198.346,6640.423,23263.082,538306.751,2,0.658,1319.865
840.900,1018.044,1369.574,2008.213,3305.698,6856.467,23977.231,554074.224,2,0.658,1369.574
841.000,772.849,1052.911,1565.011,2602.724,5435.710,19107.014,441826.017,2,0.658,1052.911
841.100,590.394,818.188,1234.569,2078.113,4380.450,15488.345,358469.645,2,0.658,818.188
841.200,553.904,771.217,1167.102,1970.827,4164.364,14729.920,340704.759,2,0.658,771.217
841.300,552.127,768.918,1163.859,1965.677,4149.362,14678.239,339524.530,2,0.658,768.918
841.400,581.089,806.210,1216.356,2049.133,4317.285,15254.351,351900.552,2,0.658,806.210
841.500,700.670,960.163,1433.030,2390.721,5003.983,17607.839,405152.119,2,0.658,960.163
841.600,1614.845,2133.904,3080.271,5003.915,10235.287,35509.569,812048.715,2,0.658,2133.904
841.700,781.020,1063.768,1579.092,2622.936,5471.769,19191.895,440281.631,2,0.658,1063.768
841.800,1771.468,2335.284,3359.527,5440.817,11124.421,38511.708,878383.352,2,0.658,2335.284
841.900,753.205,1027.909,1528.573,2539.845,5304.424,18597.382,426268.008,2,0.658,1027.909
842.000,708.569,970.330,1447.386,2410.930,5039.143,17709.074,405612.308,2,0.658,970.330
842.100,765.796,1043.086,1550.039,2574.073,5367.584,18814.304,430717.457,2,0.658,1043.086
842.200,2240.208,2934.375,4204.893,6772.796,13783.726,47555.318,1081319.415,2,0.658,2934.375
842.300,932.519,1257.690,1852.387,3053.892,6332.370,22091.716,503973.061,2,0.658,1257.690
842.400,1983.336,2606.128,3741.712,6049.712,12325.343,42539.023,965598.836,2,0.658,2606.128
842.500,927.480,1251.472,1841.940,3037.784,6300.935,21961.946,500486.662,2,0.658,1251.472
842.600,1951.010,2565.788,3686.828,5958.566,12147.272,41943.811,951192.034,2,0.658,2565.788
842.700,1336.445,1777.694,2582.143,4211.988,8651.207,29986.243,681256.910,2,0.658,1777.694
842.800,1527.444,2023.554,2928.132,4761.082,9754.124,33753.667,765536.061,2,0.658,2023.554
842.900,2471.338,3236.927,4633.288,7463.696,15176.260,52258.251,1181803.910,2,0.658,3236.927
843.000,2548.549,3337.271,4775.892,7683.354,15621.037,53787.398,1215004.732,2,0.658,3337.271
843.100,3544.649,4616.293,6571.213,10522.587,21312.006,73112.033,1649997.436,2,0.658,4616.293
843.200,1099.269,1472.271,2152.230,3525.650,7272.577,25249.243,571566.771,2,0.658,1472.271
843.300,692.212,948.457,1415.359,2358.061,4928.609,17236.434,391327.810,2,0.658,948.457
843.400,581.385,805.714,1213.014,2039.349,4283.509,15037.700,341860.556,2,0.658,805.714
843.500,531.392,740.464,1122.360,1895.360,3994.512,14052.842,318969.421,2,0.658,740.464
843.600,506.090,708.656,1076.401,1822.317,3843.462,13552.863,307748.542,2,0.658,708.656
843.700,502.479,703.885,1070.719,1811.146,3825.005,13474.197,305623.100,2,0.658,703.885
843.800,493.079,691.729,1053.531,1783.797,3770.000,13271.278,301067.770,2,0.658,691.729
843.900,467.839,659.323,1006.930,1709.992,3622.086,12768.512,289805.979,2,0.658,659.323
844.000,458.584,646.721,990.277,1683.679,3565.440,12575.707,285485.702,2,0.658,646.721
844.100,451.840,638.040,978.050,1664.296,3526.623,12443.747,282206.457,2,0.658,638.040
844.200,445.892,630.386,967.275,1645.367,3492.426,12327.586,279286.863,2,0.658,630.386
844.300,441.614,625.536,959.408,1634.659,3467.150,12241.310,277357.280,1,0.472,441.614
844.400,438.604,620.982,954.001,1626.132,3450.151,12169.903,275758.922,1,0.472,438.604
844.500,435.782,618.011,948.804,1617.839,3433.449,12126.854,274487.045,1,0.472,435.782
844.600,433.585,615.179,944.827,1611.534,3420.854,12070.340,273221.884,1,0.472,433.585
844.700,431.976,612.464,942.021,1605.369,3408.436,12027.994,272275.582,1,0.472,431.976
844.800,430.451,610.517,938.258,1601.112,3399.994,11999.626,271333.399,1,0.472,430.451
844.900,428.996,608.642,935.622,1596.944,3387.816,11971.404,270706.533,1,0.472,428.996
845.000,427.599,606.831,933.053,1592.849,3383.418,11943.363,269769.784,1,0.472,427.599
845.100,426.255,605.748,931.587,1588.812,3375.249,11915.427,269147.365,1,0.472,426.255
845.200,425.431,604.041,929.132,1586.628,3367.169,11887.671,268836.279,1,0.472,425.431
845.300,424.671,603.073,927.782,1584.513,3362.985,11873.626,268215.187,1,0.472,424.671
845.400,424.639,603.035,927.738,1582.685,3362.927,11873.511,268215.187,1,0.472,424.639
845.500,423.167,601.156,925.111,1578.547,3354.679,11845.663,267596.358,1,0.472,423.167
845.600,421.929,600.183,923.763,1576.443,3350.534,11818.185,267287.066,1,0.472,421.929
845.700,421.223,599.273,922.484,1574.414,3346.463,11817.842,266978.132,1,0.472,421.223
845.800,421.007,598.384,921.230,1572.418,3342.421,11804.070,266669.556,1,0.472,421.007
845.900,420.344,597.522,920.001,1572.213,3338.430,11790.353,266362.160,1,0.472,420.344
846.000,419.684,596.664,919.809,1570.256,3338.233,11776.689,266362.160,1,0.472,419.684
846.100,419.059,596.506,918.624,1568.336,3334.316,11776.538,266362.160,1,0.472,419.059
846.200,418.912,595.702,917.465,1568.210,3334.200,11776.462,266362.160,1,0.472,418.912
846.300,418.316,595.575,917.348,1566.342,3330.335,11776.424,266362.984,1,0.472,418.316
846.400,418.199,594.803,917.246,1566.258,3330.288,11762.966,266362.984,1,0.472,418.199
846.500,417.629,594.709,916.140,1566.198,3330.254,11776.500,266671.206,1,0.472,417.629
846.600,417.537,594.628,916.077,1566.162,3330.265,11776.613,266672.030,1,0.472,417.537
846.700,417.459,593.903,916.034,1566.150,3330.312,11776.765,266980.610,1,0.472,417.459
846.800,416.932,593.855,916.011,1566.162,3330.381,11776.993,267598.013,1,0.472,416.932
846.900,416.879,593.823,916.007,1566.198,3330.497,11790.771,267908.494,1,0.472,416.879
847.000,416.842,593.809,916.026,1566.270,3334.432,11804.641,268528.876,1,0.472,416.842
847.100,416.822,593.815,916.069,1566.371,3334.629,11818.566,269150.695,1,0.472,416.822
847.200,416.822,593.843,916.144,1566.503,3338.650,11832.621,269774.790,1,0.472,416.822
847.300,416.854,593.909,916.257,1568.456,3342.757,11846.770,270712.394,1,0.472,416.854
847.400,417.508,594.800,917.571,1570.592,3347.079,11888.398,271967.607,1,0.472,417.508
847.500,416.950,594.746,917.571,1570.682,3351.104,11902.576,272912.838,1,0.472,416.950
847.600,416.982,594.823,918.742,1572.688,3355.320,11930.635,274178.262,1,0.472,416.982
847.700,417.028,594.921,918.910,1574.733,3359.587,11958.877,275449.559,1,0.472,417.028
847.800,417.574,595.719,920.154,1576.835,3367.742,11987.302,277046.122,1,0.472,417.574
847.900,417.686,595.891,921.438,1578.993,3372.178,12029.659,278652.809,1,0.472,417.686
848.000,417.785,596.708,921.669,1581.119,3380.375,12058.214,280267.955,1,0.472,417.785
848.100,418.428,596.955,923.046,1585.172,3388.791,12114.865,282219.549,1,0.472,418.428
848.200,419.112,598.574,925.501,1587.500,3401.149,12157.988,284512.726,1,0.472,419.112
848.300,419.842,599.579,926.982,1591.679,3409.748,12215.268,286493.017,1,0.472,419.842
848.400,420.643,600.657,929.578,1597.736,3422.325,12272.937,289154.283,1,0.472,420.643
848.500,422.022,602.514,933.327,1603.926,3438.948,12345.070,291503.854,1,0.472,422.022
848.600,424.095,605.268,937.309,1610.355,3455.867,12417.830,294551.267,1,0.472,424.095
848.700,426.964,609.018,942.669,1620.750,3477.095,12519.910,297630.564,1,0.472,426.964
848.800,432.717,617.172,954.336,1639.547,3515.363,12667.285,301437.623,1,0.472,432.717
848.900,447.402,636.150,981.173,1682.360,3606.030,12982.425,309553.533,1,0.472,447.402
849.000,520.471,730.199,1113.651,1893.086,4036.343,14457.745,344262.687,2,0.658,730.199
849.100,524.719,735.624,1121.246,1905.116,4056.046,14525.450,345457.262,2,0.658,735.624
849.200,446.807,635.267,979.787,1680.011,3597.122,12921.737,307058.361,1,0.472,446.807
849.300,431.386,615.311,950.477,1633.102,3498.091,12563.836,297628.723,1,0.472,431.386
849.400,425.489,606.988,938.616,1612.258,3455.664,12402.717,292514.327,1,0.472,425.489
849.500,422.022,602.413,932.043,1599.868,3430.335,12286.982,288819.160,1,0.472,422.022
849.600,420.408,599.639,928.023,1593.389,3409.523,12200.716,285830.213,1,0.472,420.408
849.700,419.075,597.822,925.344,1587.227,3396.829,12129.235,283198.689,1,0.472,419.075
849.800,419.022,597.692,924.066,1585.033,3388.439,12086.292,280916.112,1,0.472,419.022
849.900,423.481,603.307,931.837,1595.430,3405.133,12142.646,280914.375,1,0.472,423.481
850.000,421.959,601.303,927.936,1589.097,3392.302,12071.390,278327.284,1,0.472,421.959
850.100,421.051,599.452,925.237,1582.963,3375.893,12000.824,276084.002,1,0.472,421.051
850.200,429.924,610.727,940.945,1607.670,3421.435,12142.059,278323.841,1,0.472,429.924
850.300,416.123,592.982,914.964,1566.419,3338.696,11846.426,270711.556,1,0.472,416.123
850.400,413.902,590.100,910.898,1558.239,3322.167,11763.383,268219.335,1,0.472,413.902
850.500,412.580,588.326,908.317,1554.069,3310.005,11721.665,266672.855,1,0.472,412.580
850.600,411.854,587.355,905.902,1550.076,3301.818,11680.360,265135.300,1,0.472,411.854
850.700,411.199,586.457,904.581,1547.927,3293.767,11652.704,263911.646,1,0.472,411.199
850.800,411.047,585.612,903.315,1545.845,3289.537,11611.905,262693.645,1,0.472,411.047
850.900,410.475,585.461,903.110,1543.826,3281.663,11597.851,261783.027,1,0.472,410.475
851.000,410.412,584.711,901.955,1541.874,3277.608,11570.727,260876.376,1,0.472,410.412
851.100,410.366,584.637,901.839,1541.690,3277.312,11556.947,259973.672,1,0.472,410.366
851.200,410.929,585.371,901.889,1541.690,3273.513,11543.443,259672.395,1,0.472,410.929
851.300,413.176,588.198,905.774,1547.743,3285.472,11583.851,259972.064,1,0.472,413.176
851.400,414.531,589.931,908.204,1549.863,3293.263,11597.327,259971.259,1,0.472,414.531
851.500,410.378,584.563,900.632,1539.570,3269.172,11515.853,257876.842,1,0.472,410.378
851.600,409.684,583.655,899.337,1537.511,3261.371,11488.959,257281.090,1,0.472,409.684
851.700,409.641,583.596,899.260,1535.673,3261.212,11475.535,256982.936,1,0.472,409.641
851.800,410.296,583.788,900.446,1537.570,3261.348,11475.609,256686.716,1,0.472,410.296
851.900,409.591,583.525,899.160,1535.526,3257.284,11462.017,256389.251,1,0.472,409.591
852.000,409.573,582.850,898.113,1533.749,3257.205,11461.832,256093.716,1,0.472,409.573
852.100,409.630,583.550,899.163,1535.508,3257.216,11461.832,256092.924,1,0.472,409.630
852.200,409.732,583.649,899.260,1535.596,3257.307,11461.906,256092.924,1,0.472,409.732
852.300,410.348,584.464,900.431,1535.767,3261.166,11462.091,256093.716,1,0.472,410.348
852.400,411.081,585.396,901.727,1539.523,3265.178,11488.699,256389.251,1,0.472,411.081
852.500,413.101,587.358,904.422,1543.695,3273.353,11515.890,257279.499,1,0.472,413.101
852.600,415.938,590.997,909.523,1551.748,3289.399,11570.055,258471.576,1,0.472,415.938
852.700,446.626,630.808,965.077,1639.098,3462.889,12154.584,271324.167,2,0.658,630.808
852.800,425.584,603.954,927.652,1580.316,3346.242,11761.791,262687.144,1,0.472,425.584
852.900,415.943,591.020,909.570,1551.831,3293.274,11583.627,258771.459,1,0.472,415.943
853.000,414.659,590.003,908.197,1549.732,3285.472,11570.055,258473.175,1,0.472,414.659
853.100,414.750,590.105,908.313,1549.875,3289.377,11570.316,258772.259,1,0.472,414.750
853.200,415.966,591.069,910.676,1553.724,3293.526,11597.402,259371.467,1,0.472,415.966
853.300,417.402,592.916,913.271,1557.821,3305.421,11624.814,260272.078,1,0.472,417.402
853.400,417.569,593.757,913.470,1559.799,3309.441,11638.488,260873.955,1,0.472,417.569
853.500,415.984,591.117,910.766,1553.873,3297.521,11611.193,260272.884,1,0.472,415.984
853.600,414.609,590.006,908.274,1549.928,3289.594,11584.187,259672.395,1,0.472,414.609
853.700,413.308,588.312,905.867,1547.802,3285.483,11570.540,259373.072,1,0.472,413.308
853.800,412.542,587.353,904.550,1545.756,3281.458,11557.021,259074.094,1,0.472,412.542
853.900,411.822,586.438,903.277,1543.761,3277.483,11543.555,259074.094,1,0.472,411.822
854.000,411.118,585.530,902.005,1541.749,3273.479,11530.030,258775.461,1,0.472,411.118
854.100,410.477,584.699,900.824,1539.853,3269.616,11516.744,258477.973,1,0.472,410.477
854.200,410.330,583.904,900.689,1537.995,3269.514,11516.707,258477.973,1,0.472,410.330
854.300,409.759,583.797,900.589,1537.912,3265.758,11516.707,258777.062,1,0.472,409.759
854.400,409.684,583.732,899.529,1537.877,3265.758,11516.781,258777.863,1,0.472,409.684
854.500,409.141,583.003,899.468,1537.835,3265.758,11516.893,259077.300,1,0.472,409.141
854.600,409.066,582.941,899.422,1537.818,3265.780,11517.041,259078.903,1,0.472,409.066
854.700,409.028,582.918,899.422,1537.847,3269.570,11530.476,259678.018,1,0.472,409.028
854.800,409.023,582.932,899.460,1537.930,3269.718,11543.964,259979.301,1,0.472,409.023
854.900,409.134,583.712,900.628,1539.871,3273.729,11557.692,260582.112,1,0.472,409.134
855.000,409.091,583.042,899.633,1539.924,3273.866,11558.027,260884.446,1,0.472,409.091
855.100,409.046,583.020,899.645,1539.989,3274.014,11571.622,261489.358,1,0.472,409.046
855.200,409.080,583.732,900.751,1540.148,3277.996,11585.382,262094.862,1,0.472,409.080
855.300,409.164,583.845,900.909,1542.104,3282.051,11612.578,263006.565,1,0.472,409.164
855.400,409.809,584.719,902.191,1544.192,3286.260,11639.989,263921.442,1,0.472,409.809
855.500,412.036,587.583,907.217,1552.241,3306.214,11695.117,265758.296,1,0.472,412.036
855.600,411.827,586.756,906.076,1552.187,3306.294,11708.874,266375.343,1,0.472,411.827
855.700,410.468,585.688,904.697,1548.401,3302.369,11709.025,266992.997,1,0.472,410.468
855.800,410.464,585.728,904.797,1550.337,3302.737,11723.176,267921.753,1,0.472,410.464
855.900,410.543,585.856,906.006,1552.383,3310.718,11751.000,269164.848,1,0.472,410.543
856.000,410.650,586.665,906.239,1554.473,3315.021,11778.928,270414.552,1,0.472,410.650
856.100,411.254,586.869,907.539,1556.638,3323.171,11820.584,271983.589,1,0.472,411.254
856.200,411.426,587.756,908.876,1558.841,3331.399,11862.502,273561.738,1,0.472,411.426
856.300,412.084,588.676,910.254,1562.855,3339.728,11904.684,275467.449,1,0.472,412.084
856.400,412.776,589.637,912.699,1565.181,3348.148,11947.133,277386.446,1,0.472,412.776
856.500,413.638,591.434,915.339,1571.240,3360.637,12017.496,279642.049,1,0.472,413.638
856.600,414.237,591.654,916.699,1573.517,3372.903,12060.388,281916.880,1,0.472,414.237
856.700,415.024,593.386,919.298,1579.578,3385.484,12117.673,284538.243,1,0.472,415.024
856.800,415.871,595.194,921.979,1583.972,3398.230,12189.320,287515.445,1,0.472,415.871
856.900,417.257,597.087,924.763,1590.273,3415.031,12275.662,290525.621,1,0.472,417.257
857.000,418.770,599.116,928.737,1598.564,3432.130,12362.896,294245.366,1,0.472,418.770
857.100,420.967,602.717,934.013,1607.167,3457.447,12465.444,298358.574,1,0.472,420.967
857.200,422.976,604.795,938.081,1615.632,3478.840,12568.684,302529.325,1,0.472,422.976
857.300,425.860,609.322,944.707,1628.272,3508.851,12702.545,307467.896,1,0.472,425.860
857.400,429.616,614.961,953.931,1645.165,3547.664,12867.907,313572.354,1,0.472,429.616
857.500,435.472,622.675,966.075,1666.694,3595.877,13081.302,320908.720,1,0.472,435.472
857.600,445.019,635.902,985.098,1699.352,3671.067,13391.585,330701.962,1,0.472,445.019
857.700,462.842,659.221,1019.562,1756.991,3793.587,13870.667,345550.177,1,0.472,462.842
857.800,502.873,712.051,1096.055,1882.354,4059.518,14861.623,373364.847,1,0.472,502.873
857.900,658.440,913.754,1384.049,2347.723,5023.395,18358.200,464466.253,2,0.658,913.754
858.000,913.034,1244.526,1855.488,3108.195,6596.079,24028.622,613557.991,2,0.658,1244.526
858.100,537.065,757.865,1165.783,2004.389,4345.039,16075.501,416706.529,2,0.658,757.865
858.200,480.340,685.180,1063.628,1843.906,4023.383,14990.133,393792.497,1,0.472,480.340
858.300,460.002,660.380,1029.699,1791.382,3928.347,14731.780,392445.211,1,0.472,460.002
858.400,451.251,649.932,1017.345,1775.844,3905.655,14733.807,398399.016,1,0.472,451.251
858.500,448.303,646.407,1013.755,1774.345,3920.709,14874.278,408198.521,1,0.472,448.303
858.600,446.250,644.747,1014.029,1779.369,3940.934,15051.337,420175.181,1,0.472,446.250
858.700,445.826,645.912,1017.295,1789.223,3980.186,15301.656,435008.449,1,0.472,445.826
858.800,446.710,648.143,1023.235,1805.653,4029.494,15592.573,451408.958,1,0.472,446.710
858.900,447.802,651.330,1030.617,1822.518,4084.393,15925.890,470050.999,1,0.472,447.802
859.000,450.034,654.684,1038.221,1841.815,4144.981,16285.371,490029.976,1,0.472,450.034
859.100,451.864,658.891,1047.158,1861.431,4206.599,16653.054,512038.936,1,0.472,451.864
859.200,454.263,663.175,1056.225,1883.414,4273.996,17048.542,535033.636,1,0.472,454.263
859.300,456.690,668.235,1065.350,1905.605,4342.359,17453.074,559059.810,1,0.472,456.690
859.400,459.108,672.534,1074.462,1925.735,4406.529,17825.717,582815.189,1,0.472,459.108
859.500,460.962,676.755,1083.489,1945.809,4466.123,18205.423,604776.758,1,0.472,460.962
859.600,463.231,680.085,1089.901,1961.297,4520.776,18528.131,625391.586,1,0.472,463.231
859.700,464.861,683.221,1096.039,1976.426,4559.752,18768.830,641498.312,1,0.472,464.861
859.800,465.834,685.375,1100.612,1986.639,4592.928,18967.200,652715.732,1,0.472,465.834
859.900,468.186,688.556,1106.569,1996.832,4615.430,19078.712,659540.568,1,0.472,468.186
860.000,466.523,686.355,1102.120,1989.252,4598.691,19011.762,655739.776,1,0.472,466.523
860.100,465.736,685.182,1099.048,1981.628,4576.395,18878.630,646709.435,1,0.472,465.736
860.200,464.834,683.047,1094.427,1971.280,4542.970,18658.840,632662.227,1,0.472,464.834
860.300,463.324,679.991,1089.544,1956.118,4498.798,18376.798,614643.958,1,0.472,463.324
860.400,462.978,677.780,1083.463,1943.145,4449.656,18056.679,594381.731,1,0.472,462.978
860.500,465.156,679.554,1083.178,1937.662,4416.860,17803.771,574784.221,1,0.472,465.156
860.600,461.200,673.213,1071.069,1910.390,4342.035,17370.939,550083.639,1,0.472,461.200
860.700,455.629,664.045,1056.025,1878.481,4253.048,16889.228,524622.533,1,0.472,455.629
860.800,452.639,659.681,1045.732,1856.513,4185.968,16516.413,502073.958,1,0.472,452.639
860.900,451.480,656.396,1038.191,1839.284,4129.686,16152.223,482162.673,1,0.472,451.480
861.000,450.583,653.401,1032.151,1822.545,4079.150,15850.920,463574.599,1,0.472,450.583
861.100,451.843,654.010,1030.322,1814.884,4043.850,15609.892,448285.002,1,0.472,451.843
861.200,456.968,659.652,1036.867,1821.048,4037.956,15480.608,437018.031,1,0.472,456.968
861.300,474.413,681.390,1066.548,1862.830,4115.495,15660.113,434985.608,1,0.472,474.413
861.400,570.289,805.171,1240.942,2143.535,4680.841,17637.522,481504.034,2,0.658,805.171
861.500,625.352,876.364,1339.237,2297.158,4987.917,18651.317,501929.790,2,0.658,876.364
861.600,475.369,679.619,1057.059,1835.541,4019.743,15045.177,400690.270,1,0.472,475.369
861.700,450.286,646.711,1008.624,1752.757,3838.576,14323.224,376449.266,1,0.472,450.286
861.800,441.975,634.284,990.504,1721.152,3759.895,13974.755,363615.073,1,0.472,441.975
861.900,435.440,625.563,976.707,1696.622,3696.290,13698.504,352846.448,1,0.472,435.440
862.000,432.350,620.707,968.464,1679.213,3655.659,13506.346,344380.824,1,0.472,432.350
862.100,430.729,617.777,962.990,1670.086,3628.488,13348.349,337675.105,1,0.472,430.729
862.200,429.929,616.590,960.077,1661.428,3606.123,13238.249,331865.861,1,0.472,429.929
862.300,429.943,616.446,958.628,1658.839,3592.523,13144.767,327289.342,1,0.472,429.943
862.400,431.304,617.397,959.762,1658.594,3587.663,13082.604,323523.525,1,0.472,431.304
862.500,434.791,621.813,964.865,1664.752,3591.829,13081.554,321282.100,1,0.472,434.791
862.600,442.726,631.284,978.117,1683.926,3630.599,13172.851,321646.966,1,0.472,442.726
862.700,459.651,653.113,1007.911,1729.587,3719.233,13467.647,326883.714,1,0.472,459.651
862.800,511.680,720.209,1101.532,1878.946,4018.250,14479.130,349528.280,2,0.658,720.209
862.900,1044.904,1406.675,2068.639,3415.453,7122.431,25250.311,602903.930,2,0.658,1406.675
863.000,551.217,770.225,1170.620,1986.667,4226.810,15152.961,362260.250,2,0.658,770.225
863.100,466.353,660.696,1015.930,1737.858,3722.567,13371.205,319029.584,1,0.472,466.353
863.200,441.666,628.729,970.663,1663.687,3567.879,12819.577,304972.577,1,0.472,441.666
863.300,430.731,613.860,949.479,1629.738,3494.952,12566.462,297660.015,1,0.472,430.731
863.400,424.438,606.303,937.711,1610.839,3452.672,12405.390,293219.842,1,0.472,424.438
863.500,420.832,600.931,929.985,1598.363,3427.295,12289.591,289848.999,1,0.472,420.832
863.600,418.593,598.017,925.856,1590.018,3406.479,12217.391,287180.447,1,0.472,418.593
863.700,416.571,595.334,921.972,1583.742,3389.908,12145.929,284864.871,1,0.472,416.571
863.800,415.179,593.486,918.283,1577.678,3381.277,12088.977,282895.844,1,0.472,415.179
863.900,414.342,591.740,916.757,1573.523,3368.992,12046.255,281263.803,1,0.472,414.342
864.000,413.576,590.728,914.289,1569.469,3360.660,12003.839,279964.783,1,0.472,413.576
864.100,412.874,589.785,912.921,1567.270,3352.453,11975.414,278672.631,1,0.472,412.874
864.200,412.213,588.890,911.606,1565.127,3348.125,11947.171,277706.575,1,0.472,412.213
864.300,411.585,588.032,910.335,1563.041,3340.088,11919.073,276424.854,1,0.472,411.585
864.400,411.447,587.862,909.101,1560.999,3335.891,11891.117,275785.362,1,0.472,411.447
864.500,410.894,587.085,908.938,1559.020,3331.781,11876.916,274830.174,1,0.472,410.894
864.600,410.813,586.977,907.776,1557.066,3327.698,11862.769,274194.374,1,0.472,410.813
864.700,410.691,586.177,907.593,1556.828,3323.598,11835.099,273560.046,1,0.472,410.691
864.800,410.151,586.069,906.440,1554.890,3323.321,11821.079,272928.031,1,0.472,410.151
864.900,410.094,585.995,906.336,1554.741,3319.342,11807.151,272297.478,1,0.472,410.094
865.000,410.058,585.941,905.242,1552.876,3315.390,11806.809,271668.382,1,0.472,410.058
865.100,410.040,585.255,905.188,1552.787,3315.240,11793.012,271353.541,1,0.472,410.040
865.200,410.046,585.247,905.161,1552.728,3315.125,11792.746,271039.903,1,0.472,410.046
865.300,410.085,585.927,905.169,1552.716,3315.067,11779.080,270726.628,1,0.472,410.085
865.400,410.155,585.986,906.231,1552.740,3315.056,11778.966,270725.791,1,0.472,410.155
865.500,410.759,586.128,906.359,1552.853,3315.136,11779.004,270724.953,1,0.472,410.759
865.600,412.047,587.808,908.760,1556.715,3319.261,11806.314,270724.953,1,0.472,412.047
865.700,412.710,588.665,908.954,1558.656,3323.194,11806.467,271036.550,1,0.472,412.710
865.800,414.323,591.331,912.715,1564.648,3335.254,11847.838,271663.341,1,0.472,414.323
865.900,419.114,596.874,921.501,1576.901,3359.774,11931.404,273552.432,1,0.472,419.114
