F,0.472,0.658,0.913,1.262,1.796,2.748,5.186,octile,pwv,Tsys
408.500,145.783,170.766,207.654,263.497,362.193,587.305,1615.883,2,0.658,170.766
408.600,141.877,166.768,203.280,258.260,355.827,578.360,1595.148,2,0.658,166.768
408.700,140.191,164.786,201.089,256.039,353.154,574.652,1584.938,2,0.658,164.786
408.800,139.191,163.886,200.104,254.923,351.419,572.147,1580.706,2,0.658,163.886
408.900,138.770,163.434,199.610,254.080,350.740,571.202,1576.793,2,0.658,163.434
409.000,138.698,163.180,199.311,254.000,350.654,571.103,1576.660,2,0.658,163.180
409.100,138.360,162.993,199.124,253.525,350.064,570.256,1574.635,2,0.658,162.993
409.200,138.291,162.741,198.830,253.450,349.985,569.534,1574.526,2,0.658,162.741
409.300,138.251,162.700,198.787,253.406,349.548,569.480,1572.679,2,0.658,162.700
409.400,138.254,162.703,198.789,253.408,349.548,569.474,1572.667,2,0.658,162.703
409.500,138.276,162.725,198.811,253.429,349.569,569.494,1572.685,2,0.658,162.725
409.600,138.314,162.762,198.849,253.466,349.606,569.534,1572.728,2,0.658,162.762
409.700,138.364,162.813,198.899,253.518,350.050,569.590,1572.788,2,0.658,162.813
409.800,138.427,163.058,199.186,253.584,350.117,570.298,1574.647,2,0.658,163.058
409.900,138.486,163.119,199.247,253.648,350.184,570.371,1574.738,2,0.658,163.119
410.000,138.519,163.140,199.250,253.627,350.123,569.601,1572.619,2,0.658,163.140
410.100,138.754,163.221,199.334,253.996,350.216,570.340,1572.758,2,0.658,163.221
410.200,138.841,163.310,199.427,254.091,350.319,570.456,1574.677,2,0.658,163.310
410.300,138.936,163.590,199.748,254.198,350.822,570.583,1574.847,2,0.658,163.590
410.400,139.196,163.696,199.859,254.595,350.946,571.360,1576.805,2,0.658,163.696
410.500,139.288,163.791,199.958,254.701,351.450,571.493,1576.993,2,0.658,163.791
410.600,139.391,164.079,200.290,254.817,351.576,572.274,1578.966,2,0.658,164.079
410.700,139.656,164.192,200.409,255.225,352.105,572.432,1580.966,2,0.658,164.192
410.800,139.771,164.494,200.755,255.356,352.248,573.237,1581.197,2,0.658,164.494
410.900,140.050,164.620,200.888,255.780,352.792,573.413,1583.230,2,0.658,164.620
411.000,140.179,164.937,201.250,255.928,352.954,574.242,1585.278,2,0.658,164.937
411.100,140.315,165.078,201.398,256.371,353.520,575.080,1587.341,2,0.658,165.078
411.200,140.617,165.413,201.779,256.536,353.702,575.293,1589.425,2,0.658,165.413
411.300,140.930,165.572,201.947,256.999,354.288,576.161,1591.536,2,0.658,165.572
411.400,141.100,165.933,202.355,257.480,354.895,577.048,1593.668,2,0.658,165.933
411.500,141.438,166.118,202.773,257.685,355.118,577.950,1595.827,2,0.658,166.118
411.600,141.618,166.489,202.967,258.178,355.740,578.856,1597.995,2,0.658,166.489
411.700,141.974,166.878,203.406,258.691,356.381,579.787,1600.191,2,0.658,166.878
411.800,142.354,167.293,203.871,259.229,357.050,580.747,1602.426,2,0.658,167.293
411.900,142.764,167.736,204.363,259.799,357.751,581.743,1606.506,2,0.658,167.736
412.000,143.208,168.215,204.894,260.406,358.489,582.778,1608.836,2,0.658,168.215
412.100,143.703,168.746,205.475,261.064,359.682,584.522,1613.050,2,0.658,168.746
412.200,144.421,169.526,206.348,262.076,360.541,586.335,1617.342,2,0.658,169.526
412.300,145.267,170.435,207.350,263.221,362.335,588.291,1623.619,2,0.658,170.435
412.400,146.650,171.911,209.194,265.333,364.520,591.960,1632.183,2,0.658,171.911
412.500,148.973,174.411,211.724,268.199,368.388,597.439,1644.982,2,0.658,174.411
412.600,148.317,173.707,211.182,267.609,367.708,596.544,1644.862,2,0.658,173.707
412.700,147.750,172.927,210.330,266.646,366.544,594.906,1642.820,2,0.658,172.927
412.800,147.998,173.378,210.836,267.233,367.271,595.947,1645.208,2,0.658,173.378
412.900,150.100,175.629,213.314,270.050,370.689,601.401,1658.063,2,0.658,175.629
413.000,168.228,194.967,234.462,293.927,399.434,641.334,1749.200,3,0.913,234.462
413.100,151.769,177.432,215.313,272.343,373.916,605.381,1669.101,2,0.658,177.432
413.200,148.875,174.348,211.944,268.840,369.335,599.674,1656.231,2,0.658,174.348
413.300,148.375,173.830,211.398,267.950,368.658,598.788,1656.155,2,0.658,173.830
413.400,148.425,173.890,211.473,268.344,368.786,598.978,1658.385,2,0.658,173.890
413.500,148.841,174.345,211.984,268.941,369.530,600.045,1660.851,2,0.658,174.345
413.600,149.424,175.162,212.902,269.709,370.858,601.963,1667.257,2,0.658,175.162
413.700,150.537,176.178,214.018,271.278,372.807,604.768,1673.916,2,0.658,176.178
413.800,152.143,177.909,215.936,273.477,375.508,609.275,1684.757,2,0.658,177.909
413.900,154.687,180.638,218.939,276.899,379.667,615.118,1700.151,2,0.658,180.638
414.000,159.456,185.946,224.787,283.566,387.788,626.564,1728.802,3,0.913,224.787
414.100,171.126,198.449,238.513,299.152,406.679,653.761,1792.248,3,0.913,238.513
414.200,222.370,252.998,298.598,367.223,488.942,768.733,2058.065,3,0.913,298.598
414.300,236.879,268.508,315.265,386.498,512.230,801.250,2135.433,3,0.913,315.265
414.400,174.197,201.549,242.211,303.409,412.375,661.953,1813.633,3,0.913,242.211
414.500,162.054,188.577,227.981,287.287,392.858,634.624,1752.023,3,0.913,227.981
414.600,157.547,183.966,222.696,281.605,386.014,625.103,1731.895,3,0.913,222.696
414.700,155.562,181.848,220.626,278.980,382.839,621.333,1723.272,2,0.658,181.848
414.800,154.755,180.995,219.703,277.956,381.618,619.648,1721.224,2,0.658,180.995
414.900,154.404,180.631,219.317,277.838,381.543,619.648,1721.452,2,0.658,180.631
415.000,154.308,180.548,219.010,277.494,381.549,619.737,1723.716,2,0.658,180.548
415.100,154.381,180.636,219.118,277.630,381.733,620.697,1726.178,2,0.658,180.636
415.200,154.535,180.806,219.554,278.163,382.427,621.748,1730.695,2,0.658,180.806
415.300,154.950,181.265,220.078,278.782,383.213,622.897,1735.328,2,0.658,181.265
415.400,155.448,181.809,220.687,279.489,384.089,624.836,1742.031,2,0.658,181.809
415.500,155.812,182.216,221.161,280.060,384.826,625.938,1744.684,2,0.658,182.216
415.600,156.329,182.782,221.791,281.101,386.156,627.910,1751.455,2,0.658,182.782
415.700,156.848,183.345,222.423,281.833,387.488,629.888,1758.259,2,0.658,183.345
415.800,157.345,183.888,223.283,282.545,388.374,631.146,1763.092,2,0.658,183.888
415.900,157.875,184.672,223.929,283.607,389.727,633.151,1769.967,2,0.658,184.672
416.000,158.610,185.277,224.850,284.379,390.671,635.177,1774.871,2,0.658,185.277
416.100,159.208,186.129,225.566,285.513,392.101,637.977,1781.879,2,0.658,186.129
416.200,160.009,186.801,226.559,286.677,393.562,640.106,1788.948,2,0.658,186.801
416.300,160.632,187.679,227.554,287.845,395.028,642.241,1796.045,2,0.658,187.679
416.400,161.448,188.365,228.311,289.028,396.512,644.397,1803.190,3,0.913,228.311
416.500,162.304,189.299,229.362,290.255,398.042,647.321,1812.456,3,0.913,229.362
416.600,162.983,190.241,230.421,291.489,400.025,649.540,1819.727,3,0.913,230.421
416.700,163.889,191.227,231.525,292.770,401.614,652.541,1827.082,3,0.913,231.525
416.800,165.099,192.334,233.010,294.176,403.779,655.679,1836.662,3,0.913,233.010
416.900,166.052,193.584,234.166,295.837,405.426,658.754,1846.223,3,0.913,234.166
417.000,166.700,194.284,235.202,297.053,406.951,660.976,1853.600,3,0.913,235.202
417.100,167.667,195.332,236.372,298.405,409.072,664.088,1863.262,3,0.913,236.372
417.200,168.862,196.642,237.587,300.135,411.246,667.252,1873.023,3,0.913,237.587
417.300,169.927,197.791,239.123,301.592,413.483,671.241,1882.898,3,0.913,239.123
417.400,170.983,199.153,240.389,303.378,415.257,674.487,1892.817,3,0.913,240.389
417.500,172.251,200.315,241.944,305.190,417.520,677.766,1904.960,3,0.913,241.944
417.600,173.569,201.749,243.551,307.058,419.839,681.867,1915.073,3,0.913,243.551
417.700,174.731,203.224,245.199,308.967,422.675,685.266,1927.451,3,0.913,245.199
417.800,176.125,204.738,246.888,310.920,425.087,689.483,1937.768,3,0.913,246.888
417.900,177.559,206.292,248.618,312.915,428.021,693.763,1950.371,3,0.913,248.618
418.000,179.030,207.885,250.389,314.951,430.528,698.100,1963.099,3,0.913,250.389
418.100,180.550,209.526,252.488,317.391,433.569,702.508,1975.961,3,0.913,252.488
418.200,182.317,211.450,254.358,319.886,436.671,706.981,1991.200,3,0.913,254.358
418.300,183.931,213.189,256.564,322.438,439.834,712.319,2004.340,3,0.913,256.564
418.400,185.805,215.218,258.827,325.052,443.059,717.746,2019.901,3,0.913,258.827
418.500,187.738,217.311,261.153,327.730,446.854,722.457,2035.634,3,0.913,261.153
418.600,189.777,219.509,263.588,330.521,450.773,728.918,2051.602,3,0.913,263.588
418.700,191.783,221.678,266.291,333.655,454.172,734.566,2067.640,3,0.913,266.291
418.800,194.122,224.211,268.817,336.917,458.205,740.366,2086.276,3,0.913,268.817
418.900,196.564,226.851,271.749,340.292,462.873,747.134,2105.187,3,0.913,271.749
419.000,198.816,229.523,274.715,343.704,467.073,753.969,2124.277,3,0.913,274.715
419.100,201.608,232.296,278.092,347.610,471.913,760.946,2143.632,3,0.913,278.092
419.200,204.281,235.432,281.269,351.242,476.877,768.927,2165.690,3,0.913,281.269
419.300,207.287,238.414,284.870,355.774,481.971,776.207,2185.612,3,0.913,284.870
419.400,210.435,242.072,288.941,360.070,487.769,785.423,2210.816,3,0.913,288.941
419.500,213.629,245.513,292.745,364.826,493.644,793.865,2233.814,3,0.913,292.745
419.600,217.217,249.387,297.038,369.759,499.706,803.421,2262.287,3,0.913,297.038
419.700,220.953,253.410,301.488,374.853,506.504,813.198,2288.655,3,0.913,301.488
419.800,225.092,257.877,306.437,380.538,513.497,824.123,2318.076,3,0.913,306.437
419.900,229.402,262.517,311.569,386.841,521.274,835.308,2348.002,3,0.913,311.569
420.000,233.896,267.644,317.246,393.362,529.287,847.717,2381.152,3,0.913,317.246
420.100,238.864,272.996,323.511,400.124,538.159,860.458,2417.653,3,0.913,323.511
420.200,244.701,278.987,330.133,408.144,548.033,875.598,2457.786,3,0.913,330.133
420.300,250.277,284.989,336.770,415.747,557.975,889.904,2495.647,3,0.913,336.770
420.400,256.147,291.616,344.101,424.145,568.287,905.653,2537.188,3,0.913,344.101
420.500,262.977,298.971,352.231,433.933,580.348,922.994,2585.568,3,0.913,352.231
420.600,270.608,307.177,361.687,444.781,593.680,942.090,2638.271,3,0.913,361.687
420.700,280.543,317.867,373.500,458.307,610.249,967.912,2702.221,3,0.913,373.500
420.800,308.907,348.332,407.104,496.686,657.901,1036.099,2876.146,3,0.913,407.104
420.900,298.026,336.683,394.308,482.129,640.161,1010.824,2820.162,3,0.913,394.308
421.000,305.847,345.462,404.006,493.224,654.484,1032.543,2874.079,3,0.913,404.006
421.100,316.483,356.524,416.209,507.723,672.288,1058.048,2946.687,3,0.913,416.209
421.200,328.269,369.594,430.650,524.262,692.588,1088.329,3025.137,3,0.913,430.650
421.300,341.564,383.893,446.421,542.898,715.464,1121.129,3113.159,3,0.913,446.421
421.400,356.498,399.954,464.657,563.177,741.119,1159.212,3211.488,3,0.913,464.657
421.500,373.233,417.949,484.525,586.536,769.806,1200.366,3320.935,3,0.913,484.525
421.600,391.962,438.566,506.739,611.941,801.813,1247.625,3442.454,3,0.913,506.739
421.700,413.373,461.096,532.148,641.012,837.477,1300.162,3577.117,3,0.913,532.148
421.800,437.869,487.427,561.208,674.998,879.216,1360.112,3734.696,3,0.913,561.208
421.900,465.103,517.260,594.137,712.707,925.477,1428.047,3908.596,3,0.913,594.137
422.000,496.685,551.230,631.608,755.590,979.125,1505.101,4110.022,3,0.913,631.608
422.100,533.313,590.618,675.046,805.281,1041.230,1596.026,4342.444,3,0.913,675.046
422.200,576.360,636.201,726.099,863.686,1112.952,1700.879,4615.136,3,0.913,726.099
422.300,626.217,690.495,786.023,933.261,1198.409,1823.730,4934.032,3,0.913,786.023
422.400,686.306,755.085,857.297,1014.846,1298.528,1969.682,5312.322,3,0.913,857.297
422.500,758.667,832.862,943.105,1113.047,1420.594,2147.637,5766.751,3,0.913,943.105
422.600,846.892,927.663,1048.844,1234.061,1569.226,2361.484,6318.967,3,0.913,1048.844
422.700,955.447,1045.464,1177.608,1382.890,1751.968,2627.240,7005.038,3,0.913,1177.608
422.800,1091.605,1190.574,1339.100,1567.810,1981.159,2960.547,7856.264,3,0.913,1339.100
422.900,1266.148,1379.612,1547.770,1806.726,2274.676,3387.188,8955.168,3,0.913,1547.770
423.000,1495.520,1626.242,1822.004,2120.649,2660.286,3947.640,10398.397,3,0.913,1822.004
423.100,1806.620,1960.738,2189.087,2543.606,3183.290,4702.460,12327.759,4,1.262,2543.606
423.200,2236.489,2422.872,2698.954,3127.680,3901.133,5744.406,15024.564,4,1.262,3127.680
423.300,2856.099,3088.878,3437.542,3973.630,4946.277,7253.444,18910.858,4,1.262,3973.630
423.400,3800.390,4103.811,4558.315,5257.090,6524.870,9553.596,24808.412,4,1.262,5257.090
423.500,5341.489,5760.014,6394.224,7359.205,9120.251,13307.245,34471.583,4,1.262,7359.205
423.600,8326.102,8977.557,9939.239,11430.765,14132.195,20577.861,53195.009,4,1.262,11430.765
423.700,14437.377,15551.550,17215.619,19769.185,24393.651,35467.767,91565.951,4,1.262,19769.185
423.800,21370.495,23006.857,25450.769,29200.728,36032.569,52310.801,135064.157,4,1.262,29200.728
423.900,40394.758,43464.508,48048.890,55146.314,67974.933,98652.198,254764.494,4,1.262,55146.314
424.000,91138.522,98138.823,108435.931,124376.802,153364.274,222589.213,575218.382,4,1.262,124376.802
424.100,257994.028,277415.736,306770.960,351719.939,433449.901,629329.106,1628151.742,4,1.262,351719.939
424.200,995060.531,1071007.635,1184063.901,1357161.353,1673815.063,2428899.226,6300234.120,4,1.262,1357161.353
424.300,6050275.126,6511243.262,7197421.986,8257507.336,10181368.414,14785666.753,38416544.605,4,1.262,8257507.336
424.400,74699592.867,80383995.413,88845393.628,101916613.521,125783184.757,182825979.989,475902252.777,4,1.262,101916613.521
424.500,3088013602.856,3322804272.886,3672283260.573,4217020591.144,5203854692.622,7571088093.404,19746884530.751,4,1.262,4217020591.144
424.600,1346967276806.314,1449326138091.164,1603534969812.242,1839158301031.260,2271979803105.796,3308906767752.877,8648420422586.762,4,1.262,1839158301031.260
424.700,212274963149532512.000,228402561855423392.000,252698293545128064.000,290156376780422528.000,358425028566819776.000,522579754437716800.000,1368863854887136768.000,4,1.262,290156376780422528.000
424.800,98241244774214713344.000,105826921622149234688.000,117083982069723185152.000,134439199649026686976.000,166261703174038781952.000,242406205079380819968.000,637164744043175215104.000,4,1.262,134439199649026686976.000
424.900,14437189073737.377,15552150403704.180,17206849040405.479,19780725073117.625,24463778478425.445,35710696514031.438,94090529104330.016,4,1.262,19780725073117.625
425.000,11927757544.763,12849365919.706,14217125260.451,16344661495.774,20239116029.657,29581273797.292,78135337356.070,4,1.262,16344661495.774
425.100,183734009.086,197941571.376,219280467.997,252409129.938,312588997.949,457485985.163,1211545328.377,4,1.262,252409129.938
425.200,11638968.182,12540000.730,13893295.503,15994412.925,19834257.566,29069286.644,77282997.178,4,1.262,15994412.925
425.300,1600922.653,1727054.054,1913718.065,2203546.489,2733246.441,4016574.870,10709233.275,4,1.262,2203546.489
425.400,372089.081,401472.491,444961.405,513078.342,636642.270,936032.629,2506318.198,4,1.262,513078.342
425.500,121719.960,131365.047,145809.343,168003.228,209052.141,307937.158,827317.941,4,1.262,168003.228
425.600,50663.181,54697.976,60740.812,70106.981,87301.796,128875.805,347551.648,4,1.262,70106.981
425.700,25111.000,27125.262,30176.695,34858.116,43452.886,64309.803,174372.277,4,1.262,34858.116
425.800,14180.244,15346.283,17068.421,19760.491,24695.506,36659.165,99996.118,4,1.262,19760.491
425.900,8862.568,9600.189,10689.881,12407.343,15533.410,23138.904,63459.416,4,1.262,12407.343
426.000,6012.765,6520.521,7279.108,8462.689,10629.534,15895.989,43905.410,4,1.262,8462.689
426.100,4359.295,4733.520,5298.663,6172.004,7770.910,11670.477,32475.963,3,0.913,5298.663
426.200,3207.826,3488.830,3913.177,4574.169,5782.818,8727.747,24460.991,3,0.913,3913.177
426.300,2495.677,2722.093,3059.710,3585.541,4547.166,6905.836,19518.739,3,0.913,3059.710
426.400,2010.069,2194.081,2474.678,2907.819,3704.178,5649.203,16105.152,3,0.913,2474.678
426.500,1661.208,1818.979,2056.614,2423.483,3101.501,4761.467,13677.878,3,0.913,2056.614
426.600,1405.877,1542.642,1748.638,2069.013,2657.396,4102.445,11888.521,3,0.913,1748.638
426.700,1211.816,1332.611,1514.536,1799.484,2322.291,3605.219,10539.103,3,0.913,1514.536
426.800,1061.751,1171.506,1335.003,1591.036,2063.132,3220.726,9496.364,3,0.913,1335.003
426.900,944.706,1044.717,1195.059,1428.615,1859.243,2918.352,8687.416,3,0.913,1195.059
427.000,851.016,943.221,1081.824,1298.596,1697.916,2679.317,8041.253,3,0.913,1081.824
427.100,765.997,851.116,979.065,1179.141,1549.434,2461.652,7442.487,3,0.913,979.065
427.200,696.497,775.818,896.050,1083.875,1429.608,2283.754,6969.516,3,0.913,896.050
427.300,638.917,714.241,827.309,1003.924,1330.498,2136.779,6573.181,3,0.913,827.309
427.400,590.714,661.972,769.796,937.042,1249.050,2016.324,6250.681,3,0.913,769.796
427.500,549.576,618.073,720.779,880.079,1177.204,1912.085,5972.358,3,0.913,720.779
427.600,514.715,579.620,678.560,831.946,1117.810,1822.400,5740.311,3,0.913,678.560
427.700,484.761,547.182,642.313,790.671,1065.773,1747.641,5543.709,3,0.913,642.313
427.800,458.663,519.491,611.386,755.533,1022.664,1684.445,5385.577,3,0.913,611.386
427.900,438.670,497.851,587.904,728.264,988.346,1636.199,5263.840,3,0.913,587.904
428.000,417.772,475.225,562.630,698.846,953.351,1585.032,5138.295,3,0.913,562.630
428.100,397.705,453.997,538.933,672.044,919.565,1535.506,5015.927,3,0.913,538.933
428.200,381.248,436.640,519.571,649.515,893.099,1497.163,4920.323,3,0.913,519.571
428.300,367.606,421.408,503.136,631.141,869.980,1465.429,4849.454,3,0.913,503.136
428.400,355.747,408.599,489.409,615.241,850.937,1439.907,4791.343,3,0.913,489.409
428.500,346.117,398.660,477.854,602.525,835.918,1418.899,4756.570,3,0.913,477.854
428.600,339.966,392.491,471.610,595.450,828.159,1410.796,4750.783,3,0.913,471.610
428.700,345.190,398.351,478.414,604.385,840.999,1433.177,4843.209,3,0.913,478.414
428.800,449.430,512.405,607.873,758.055,1038.905,1745.547,5827.474,3,0.913,607.873
428.900,324.226,375.655,454.109,576.818,807.140,1387.845,4751.106,3,0.913,454.109
429.000,305.740,355.929,431.944,550.826,774.765,1340.631,4627.303,3,0.913,431.944
429.100,295.856,344.844,419.995,537.506,758.764,1317.633,4583.134,2,0.658,344.844
429.200,288.725,337.523,411.870,528.689,748.558,1305.170,4566.879,2,0.658,337.523
429.300,284.447,333.328,407.304,523.520,743.019,1299.944,4572.938,2,0.658,333.328
429.400,292.571,342.349,418.133,537.162,761.904,1331.928,4702.016,2,0.658,342.349
429.500,276.061,324.374,397.907,513.954,732.972,1289.703,4595.770,2,0.658,324.374
429.600,268.149,316.155,389.184,503.853,721.005,1274.218,4568.788,2,0.658,316.155
429.700,262.903,310.526,382.956,497.216,713.516,1265.767,4569.253,2,0.658,310.526
429.800,258.962,306.657,378.748,492.991,709.183,1260.960,4581.011,2,0.658,306.657
429.900,256.039,303.576,375.832,490.318,706.901,1260.894,4609.067,2,0.658,303.576
430.000,254.191,301.682,373.851,488.715,705.946,1262.815,4643.242,2,0.658,301.682
430.100,254.078,302.024,374.857,490.210,709.094,1271.429,4700.149,2,0.658,302.024
430.200,259.259,307.877,381.716,499.192,722.846,1297.259,4815.193,2,0.658,307.877
430.300,302.269,355.372,436.483,565.539,811.186,1443.495,5333.735,2,0.658,355.372
430.400,271.905,322.430,399.562,521.663,754.823,1357.796,5078.284,2,0.658,322.430
430.500,248.129,296.356,369.962,486.990,710.359,1289.210,4881.769,2,0.658,296.356
430.600,240.313,287.856,360.796,477.282,698.779,1273.978,4859.403,2,0.658,287.856
430.700,236.089,283.651,356.196,472.011,693.700,1269.236,4877.906,2,0.658,283.651
430.800,233.054,280.742,353.456,469.530,690.874,1269.511,4914.077,2,0.658,280.742
430.900,230.924,278.534,351.504,467.449,690.011,1271.653,4962.334,2,0.658,278.534
431.000,229.237,276.827,349.746,466.613,690.124,1275.467,5011.369,2,0.658,276.827
431.100,227.256,275.083,348.343,465.226,690.217,1280.723,5066.662,2,0.658,275.083
431.200,225.690,273.503,347.108,464.533,690.497,1286.210,5122.860,2,0.658,273.503
431.300,224.245,272.352,346.001,464.488,691.692,1291.889,5185.784,2,0.658,272.352
431.400,223.138,271.291,345.374,464.547,693.782,1299.189,5255.648,2,0.658,271.291
431.500,222.105,270.610,345.213,464.696,695.203,1306.653,5326.618,2,0.658,270.610
431.600,221.125,269.683,344.731,464.915,697.484,1315.732,5404.854,2,0.658,269.683
431.700,220.206,269.121,344.698,465.728,700.644,1324.988,5484.372,2,0.658,269.121
431.800,219.586,268.618,344.350,466.615,703.120,1335.911,5571.564,2,0.658,268.618
431.900,219.033,268.484,344.842,467.590,706.490,1345.534,5660.318,2,0.658,268.484
432.000,218.249,268.067,344.976,468.599,709.917,1356.804,5757.114,2,0.658,268.067
432.100,218.019,268.023,345.189,470.220,713.464,1369.836,5855.766,2,0.658,268.023
432.200,217.591,268.026,345.842,471.913,717.907,1383.088,5963.016,2,0.658,268.026
432.300,217.181,267.756,346.528,473.652,722.428,1396.536,6079.275,2,0.658,267.756
432.400,216.805,268.120,347.259,475.449,727.046,1410.206,6197.933,2,0.658,268.120
432.500,216.718,268.239,348.054,477.327,731.777,1425.721,6326.283,2,0.658,268.239
432.600,216.675,268.408,348.907,479.813,737.443,1441.504,6457.430,2,0.658,268.408
432.700,216.431,268.923,350.208,482.374,743.234,1459.209,6598.972,2,0.658,268.923
432.800,216.476,269.191,351.183,485.023,749.152,1477.235,6743.762,2,0.658,269.191
432.900,216.787,269.794,352.593,487.735,756.032,1495.577,6907.624,2,0.658,269.794
433.000,216.896,270.443,354.063,491.078,762.202,1515.960,7075.626,2,0.658,270.443
433.100,217.033,271.127,355.976,494.492,769.349,1536.710,7247.850,2,0.658,271.127
433.200,217.457,272.170,357.568,498.010,777.526,1559.614,7441.402,2,0.658,272.170
433.300,217.671,272.949,359.612,501.609,784.985,1582.963,7640.296,2,0.658,272.949
433.400,218.161,274.079,361.719,505.298,793.487,1606.777,7853.610,2,0.658,274.079
433.500,218.696,274.959,363.900,509.659,803.067,1632.906,8082.305,2,0.658,274.959
433.600,219.272,276.195,366.154,514.126,812.860,1661.452,8327.349,2,0.658,276.195
433.700,219.889,277.794,368.480,518.709,822.864,1690.624,8589.793,2,0.658,277.794
433.800,220.549,279.143,371.297,523.994,833.092,1722.377,8870.868,2,0.658,279.143
433.900,221.253,280.550,374.201,529.414,844.492,1754.870,9171.827,2,0.658,280.550
434.000,222.255,282.336,377.199,534.976,856.161,1790.140,9494.034,2,0.658,282.336
434.100,223.322,284.207,380.726,541.303,869.088,1828.343,9850.312,2,0.658,284.207
434.200,224.514,286.220,384.439,547.874,883.395,1867.608,10232.004,2,0.658,286.220
434.300,227.634,290.464,390.438,557.993,902.003,1919.631,10690.807,2,0.658,290.464
434.400,226.823,290.551,391.950,561.917,912.836,1955.501,11091.355,2,0.658,290.551
434.500,228.001,292.613,395.819,569.480,929.095,2004.582,11574.515,2,0.658,292.613
434.600,229.664,295.585,400.433,577.432,947.033,2057.607,12120.802,2,0.658,295.585
434.700,231.149,297.751,404.940,586.013,964.126,2111.958,12692.830,2,0.658,297.751
434.800,232.561,300.790,409.715,594.966,984.015,2172.997,13338.070,2,0.658,300.790
434.900,234.588,303.965,415.136,604.884,1005.634,2238.592,14048.700,2,0.658,303.965
435.000,236.423,307.247,421.191,615.784,1027.904,2309.015,14831.428,2,0.658,307.247
435.100,238.621,310.667,427.467,627.044,1053.238,2384.618,15712.102,2,0.658,310.667
435.200,240.924,314.581,433.972,639.396,1079.419,2468.581,16702.875,2,0.658,314.581
435.300,243.322,318.640,441.194,652.886,1107.707,2561.574,17817.717,2,0.658,318.640
435.400,246.107,323.231,449.188,667.600,1139.547,2664.427,19072.952,2,0.658,323.231
435.500,249.124,328.478,458.100,683.720,1175.317,2778.187,20511.245,2,0.658,328.478
435.600,252.057,333.349,466.615,700.221,1212.258,2900.208,22159.680,2,0.658,333.349
435.700,255.513,338.911,476.636,718.268,1252.193,3038.431,24051.499,2,0.658,338.911
435.800,259.195,345.545,487.677,738.753,1298.209,3190.989,26286.039,2,0.658,345.545
435.900,263.266,352.004,499.663,760.867,1349.223,3366.816,28894.208,2,0.658,352.004
436.000,267.591,359.617,512.241,785.762,1404.289,3565.029,31981.574,2,0.658,359.617
436.100,272.461,367.616,526.591,812.746,1468.649,3788.385,35685.545,2,0.658,367.616
436.200,277.910,376.867,542.853,843.864,1539.909,4049.252,40140.884,2,0.658,376.867
436.300,283.979,386.604,560.569,877.569,1618.783,4348.427,45622.846,2,0.658,386.604
436.400,290.402,397.758,580.515,916.140,1711.869,4696.983,52454.048,2,0.658,397.758
436.500,297.859,409.986,602.220,960.089,1814.955,5108.823,60936.384,2,0.658,409.986
436.600,306.109,423.858,627.234,1008.904,1935.703,5595.453,71857.377,2,0.658,423.858
436.700,315.214,439.520,655.170,1064.264,2074.368,6170.881,85814.978,2,0.658,439.520
436.800,325.247,456.627,687.067,1128.189,2236.036,6860.225,104147.846,2,0.658,456.627
436.900,336.660,476.349,722.534,1200.407,2424.297,7696.334,128153.807,1,0.472,336.660
437.000,349.596,498.406,762.774,1284.788,2643.464,8702.989,160251.897,1,0.472,349.596
437.100,364.679,523.085,809.261,1380.025,2898.744,9919.080,203172.869,1,0.472,364.679
437.200,382.400,552.734,863.025,1491.070,3200.219,11407.227,261166.933,1,0.472,382.400
437.300,406.310,590.973,930.177,1628.712,3569.902,13268.294,340773.225,1,0.472,406.310
437.400,452.433,658.946,1043.795,1844.965,4126.618,15977.419,461360.177,1,0.472,452.433
437.500,742.819,1049.711,1628.280,2851.522,6417.176,25705.807,834632.684,2,0.658,1049.711
437.600,479.697,712.028,1156.066,2109.683,4959.991,21031.378,777171.140,1,0.472,479.697
437.700,471.575,711.680,1174.829,2187.652,5294.093,23677.099,1004574.135,1,0.472,471.575
437.800,484.000,738.762,1238.532,2355.369,5876.770,27855.669,1375673.847,1,0.472,484.000
437.900,504.293,780.048,1329.535,2582.794,6670.123,33691.471,1977446.352,1,0.472,504.293
438.000,530.491,832.798,1443.727,2876.326,7720.856,41938.652,2987092.246,1,0.472,530.491
438.100,563.607,896.471,1586.964,3248.525,9113.178,53725.857,4769332.240,1,0.472,563.607
438.200,603.176,975.935,1763.324,3724.181,10979.672,71074.355,8058055.231,1,0.472,603.176
438.300,650.924,1071.868,1986.807,4337.996,13517.017,97095.606,14456823.031,1,0.472,650.924
438.400,713.964,1197.763,2275.707,5163.473,17101.098,137608.984,27636860.743,1,0.472,713.964
438.500,810.107,1381.994,2698.162,6369.733,22519.509,205152.509,56883954.573,1,0.472,810.107
438.600,837.669,1468.788,2967.424,7332.407,27859.518,289286.578,112832961.655,1,0.472,837.669
438.700,906.385,1626.744,3391.761,8780.014,35878.280,425672.513,235198887.772,1,0.472,906.385
438.800,980.884,1801.339,3876.103,10478.852,46021.317,622666.620,482952340.996,1,0.472,980.884
438.900,1055.082,1974.144,4371.111,12320.349,57721.684,879704.655,927424693.375,1,0.472,1055.082
439.000,1116.656,2125.160,4818.213,14024.843,69177.608,1162217.527,1568478269.212,1,0.472,1116.656
